m/z	id	match_form	mz_difference	name	pathway
310.1803	CE5140	M-C3H4O2+H[1+]	0.0028	12-oxo-20-trihydroxy-leukotriene B4	Leukotriene metabolism
310.1901	CE5849	M-H4O2+H[1+]	-0.0025	7'-carboxy-alpha-tocotrienol	Vitamin E metabolism
310.1913	CE5849	M-H4O2+H[1+]	-0.0013	7'-carboxy-alpha-tocotrienol	Vitamin E metabolism
310.1925	CE5849	M-H4O2+H[1+]	-0.0001	7'-carboxy-alpha-tocotrienol	Vitamin E metabolism
310.1942	CE5849	M-H4O2+H[1+]	0.0016	7'-carboxy-alpha-tocotrienol	Vitamin E metabolism
310.1964	C02838	M+Na[1+]	-0.0026	L-Octanoylcarnitine	
310.1964	CE5797	M(C13)+2H[2+]	-0.002	neuromedin N	
310.2128	C04785	M[1+]	-0.0016	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2128	C16321	M[1+]	-0.0016	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2128	CE5528	M[1+]	-0.0016		Linoleate metabolism
310.2145	C04785	M[1+]	0.0001	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2145	C07163	M+H[1+]	-0.0021	Methadone	Drug metabolism - cytochrome P450
310.2145	C16321	M[1+]	0.0001	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2145	CE5528	M[1+]	0.0001		Linoleate metabolism
310.2146	C04785	M[1+]	0.0002	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2146	C07163	M+H[1+]	-0.002	Methadone	Drug metabolism - cytochrome P450
310.2146	C16321	M[1+]	0.0002	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2146	CE5528	M[1+]	0.0002		Linoleate metabolism
310.2148	C04785	M[1+]	0.0004	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2148	C07163	M+H[1+]	-0.0018	Methadone	Drug metabolism - cytochrome P450
310.2148	C16321	M[1+]	0.0004	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2148	CE5528	M[1+]	0.0004		Linoleate metabolism
310.2149	C04785	M[1+]	0.0005	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2149	C07163	M+H[1+]	-0.0017	Methadone	Drug metabolism - cytochrome P450
310.2149	C16321	M[1+]	0.0005	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2149	CE5528	M[1+]	0.0005		Linoleate metabolism
310.2151	C04785	M[1+]	0.0007	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2151	C07163	M+H[1+]	-0.0015	Methadone	Drug metabolism - cytochrome P450
310.2151	C16321	M[1+]	0.0007	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
310.2151	CE5528	M[1+]	0.0007		Linoleate metabolism
310.2481	C01120	M-C3H4O2+H[1+]	-0.0025	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	Glycosphingolipid metabolism$Glycerophospholipid metabolism
310.2481	CE4987	M-CO+H[1+]	-0.0021	10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2481	CE4988	M-CO+H[1+]	-0.0021	10,11-dihydro-12-epi-leukotriene B4	Leukotriene metabolism
310.2481	CE4989	M-CO2+H[1+]	-0.0022	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2481	CE5350	M-CO+H[1+]	-0.0021	6,7-dihydro-12-epi-LTB4	Leukotriene metabolism
310.2481	CE5352	M-CO+H[1+]	-0.0021	6,7-dihydro-leukotriene B4	Leukotriene metabolism
310.2481	CE5663	M-CO2+H[1+]	-0.0022	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
310.2481	CE5828	M-CO2+H[1+]	-0.0022		Prostaglandin formation from arachidonate
310.2481	CE5924	M-CO2+H[1+]	-0.0022		Prostaglandin formation from arachidonate
310.2481	CE5929	M-CO2+H[1+]	-0.0022		Prostaglandin formation from arachidonate
310.2481	CE5931	M-CO2+H[1+]	-0.0022		Prostaglandin formation from arachidonate
310.2481	CE6230	M-CO+H[1+]	-0.0021	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	Prostaglandin formation from dihomo gama-linoleic acid
310.2481	CE6234	M-CO2+H[1+]	-0.0022	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
310.2481	CE7093	M-CO2+H[1+]	-0.0022	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
310.2482	C01120	M-C3H4O2+H[1+]	-0.0024	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	Glycosphingolipid metabolism$Glycerophospholipid metabolism
310.2482	CE4987	M-CO+H[1+]	-0.002	10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2482	CE4988	M-CO+H[1+]	-0.002	10,11-dihydro-12-epi-leukotriene B4	Leukotriene metabolism
310.2482	CE4989	M-CO2+H[1+]	-0.0021	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2482	CE5350	M-CO+H[1+]	-0.002	6,7-dihydro-12-epi-LTB4	Leukotriene metabolism
310.2482	CE5352	M-CO+H[1+]	-0.002	6,7-dihydro-leukotriene B4	Leukotriene metabolism
310.2482	CE5663	M-CO2+H[1+]	-0.0021	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
310.2482	CE5828	M-CO2+H[1+]	-0.0021		Prostaglandin formation from arachidonate
310.2482	CE5924	M-CO2+H[1+]	-0.0021		Prostaglandin formation from arachidonate
310.2482	CE5929	M-CO2+H[1+]	-0.0021		Prostaglandin formation from arachidonate
310.2482	CE5931	M-CO2+H[1+]	-0.0021		Prostaglandin formation from arachidonate
310.2482	CE6230	M-CO+H[1+]	-0.002	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	Prostaglandin formation from dihomo gama-linoleic acid
310.2482	CE6234	M-CO2+H[1+]	-0.0021	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
310.2482	CE7093	M-CO2+H[1+]	-0.0021	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
310.2484	C01120	M-C3H4O2+H[1+]	-0.0022	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	Glycosphingolipid metabolism$Glycerophospholipid metabolism
310.2484	CE4987	M-CO+H[1+]	-0.0018	10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2484	CE4988	M-CO+H[1+]	-0.0018	10,11-dihydro-12-epi-leukotriene B4	Leukotriene metabolism
310.2484	CE4989	M-CO2+H[1+]	-0.0019	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2484	CE5350	M-CO+H[1+]	-0.0018	6,7-dihydro-12-epi-LTB4	Leukotriene metabolism
310.2484	CE5352	M-CO+H[1+]	-0.0018	6,7-dihydro-leukotriene B4	Leukotriene metabolism
310.2484	CE5663	M-CO2+H[1+]	-0.0019	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
310.2484	CE5828	M-CO2+H[1+]	-0.0019		Prostaglandin formation from arachidonate
310.2484	CE5924	M-CO2+H[1+]	-0.0019		Prostaglandin formation from arachidonate
310.2484	CE5929	M-CO2+H[1+]	-0.0019		Prostaglandin formation from arachidonate
310.2484	CE5931	M-CO2+H[1+]	-0.0019		Prostaglandin formation from arachidonate
310.2484	CE6230	M-CO+H[1+]	-0.0018	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	Prostaglandin formation from dihomo gama-linoleic acid
310.2484	CE6234	M-CO2+H[1+]	-0.0019	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
310.2484	CE7093	M-CO2+H[1+]	-0.0019	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
310.2485	C01120	M-C3H4O2+H[1+]	-0.0021	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	Glycosphingolipid metabolism$Glycerophospholipid metabolism
310.2485	CE4987	M-CO+H[1+]	-0.0017	10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2485	CE4988	M-CO+H[1+]	-0.0017	10,11-dihydro-12-epi-leukotriene B4	Leukotriene metabolism
310.2485	CE4989	M-CO2+H[1+]	-0.0018	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2485	CE5350	M-CO+H[1+]	-0.0017	6,7-dihydro-12-epi-LTB4	Leukotriene metabolism
310.2485	CE5352	M-CO+H[1+]	-0.0017	6,7-dihydro-leukotriene B4	Leukotriene metabolism
310.2485	CE5663	M-CO2+H[1+]	-0.0018	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
310.2485	CE5828	M-CO2+H[1+]	-0.0018		Prostaglandin formation from arachidonate
310.2485	CE5924	M-CO2+H[1+]	-0.0018		Prostaglandin formation from arachidonate
310.2485	CE5929	M-CO2+H[1+]	-0.0018		Prostaglandin formation from arachidonate
310.2485	CE5931	M-CO2+H[1+]	-0.0018		Prostaglandin formation from arachidonate
310.2485	CE6230	M-CO+H[1+]	-0.0017	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	Prostaglandin formation from dihomo gama-linoleic acid
310.2485	CE6234	M-CO2+H[1+]	-0.0018	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
310.2485	CE7093	M-CO2+H[1+]	-0.0018	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
310.2486	C01120	M-C3H4O2+H[1+]	-0.002	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	Glycosphingolipid metabolism$Glycerophospholipid metabolism
310.2486	CE4987	M-CO+H[1+]	-0.0016	10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2486	CE4988	M-CO+H[1+]	-0.0016	10,11-dihydro-12-epi-leukotriene B4	Leukotriene metabolism
310.2486	CE4989	M-CO2+H[1+]	-0.0017	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2486	CE5350	M-CO+H[1+]	-0.0016	6,7-dihydro-12-epi-LTB4	Leukotriene metabolism
310.2486	CE5352	M-CO+H[1+]	-0.0016	6,7-dihydro-leukotriene B4	Leukotriene metabolism
310.2486	CE5663	M-CO2+H[1+]	-0.0017	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
310.2486	CE5828	M-CO2+H[1+]	-0.0017		Prostaglandin formation from arachidonate
310.2486	CE5924	M-CO2+H[1+]	-0.0017		Prostaglandin formation from arachidonate
310.2486	CE5929	M-CO2+H[1+]	-0.0017		Prostaglandin formation from arachidonate
310.2486	CE5931	M-CO2+H[1+]	-0.0017		Prostaglandin formation from arachidonate
310.2486	CE6230	M-CO+H[1+]	-0.0016	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	Prostaglandin formation from dihomo gama-linoleic acid
310.2486	CE6234	M-CO2+H[1+]	-0.0017	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
310.2486	CE7093	M-CO2+H[1+]	-0.0017	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
310.2487	C01120	M-C3H4O2+H[1+]	-0.0019	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	Glycosphingolipid metabolism$Glycerophospholipid metabolism
310.2487	CE4987	M-CO+H[1+]	-0.0015	10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2487	CE4988	M-CO+H[1+]	-0.0015	10,11-dihydro-12-epi-leukotriene B4	Leukotriene metabolism
310.2487	CE4989	M-CO2+H[1+]	-0.0016	20-OH-10,11-dihydro-leukotriene B4	Leukotriene metabolism
310.2487	CE5350	M-CO+H[1+]	-0.0015	6,7-dihydro-12-epi-LTB4	Leukotriene metabolism
310.2487	CE5352	M-CO+H[1+]	-0.0015	6,7-dihydro-leukotriene B4	Leukotriene metabolism
310.2487	CE5663	M-CO2+H[1+]	-0.0016	13,14-dihydro- lipoxin A4	Arachidonic acid metabolism
310.2487	CE5828	M-CO2+H[1+]	-0.0016		Prostaglandin formation from arachidonate
310.2487	CE5924	M-CO2+H[1+]	-0.0016		Prostaglandin formation from arachidonate
310.2487	CE5929	M-CO2+H[1+]	-0.0016		Prostaglandin formation from arachidonate
310.2487	CE5931	M-CO2+H[1+]	-0.0016		Prostaglandin formation from arachidonate
310.2487	CE6230	M-CO+H[1+]	-0.0015	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	Prostaglandin formation from dihomo gama-linoleic acid
310.2487	CE6234	M-CO2+H[1+]	-0.0016	prostaglandin H1	Prostaglandin formation from dihomo gama-linoleic acid
310.2487	CE7093	M-CO2+H[1+]	-0.0016	13,14-dihydro-15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
311.0355	C07646	M+H2O+H[1+]	0.003	Carboxyphosphamide; Carboxycyclophosphamide	Drug metabolism - cytochrome P450
311.0942	C16610	M[1+]	-0.0016	Citalopram propionic acid	Drug metabolism - cytochrome P450
311.0945	C16610	M[1+]	-0.0013	Citalopram propionic acid	Drug metabolism - cytochrome P450
311.1524	C16608	M+H[1+]	-0.003	Demethylcitalopram	Drug metabolism - cytochrome P450
311.1525	C16608	M+H[1+]	-0.0029	Demethylcitalopram	Drug metabolism - cytochrome P450
311.1526	C16608	M+H[1+]	-0.0028	Demethylcitalopram	Drug metabolism - cytochrome P450
311.1528	C16608	M+H[1+]	-0.0026	Demethylcitalopram	Drug metabolism - cytochrome P450
311.1536	C16608	M+H[1+]	-0.0018	Demethylcitalopram	Drug metabolism - cytochrome P450
311.22	C04785	M+H[1+]	-0.0017	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
311.22	C07163	M(C13)+H[1+]	0.0	Methadone	Drug metabolism - cytochrome P450
311.22	C16321	M+H[1+]	-0.0017	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
311.22	CE5528	M+H[1+]	-0.0017		Linoleate metabolism
311.3184	CE5707	M-HCOOK+H[1+]	0.0005	11-hydroxyeicosatetraenoate glyceryl ester	Prostaglandin formation from arachidonate
311.3185	CE5707	M-HCOOK+H[1+]	0.0006	11-hydroxyeicosatetraenoate glyceryl ester	Prostaglandin formation from arachidonate
312.0785	C00475	M+HCOONa[1+]	-0.0017	Cytidine	Pyrimidine metabolism
312.0785	C05711	M+HCOONa[1+]	-0.0017	gamma-Glutamyl-beta-cyanoalanine	
312.1567	C16608	M(C13)+H[1+]	-0.0021	Demethylcitalopram	Drug metabolism - cytochrome P450
312.1754	C01137	M-CO2+H[1+]	0.0027	S-Adenosylmethioninamine; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium salt; S-Adenosyl-(5')-3-methylthiopropylamine	Methionine and cysteine metabolism$Arginine and Proline Metabolism$Urea cycle/amino group metabolism
312.1756	C01137	M-CO2+H[1+]	0.0029	S-Adenosylmethioninamine; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium salt; S-Adenosyl-(5')-3-methylthiopropylamine	Methionine and cysteine metabolism$Arginine and Proline Metabolism$Urea cycle/amino group metabolism
312.1913	CE3554	M-C3H4O2+H[1+]	-0.0018	20-trihydroxy-leukotriene-B4	Leukotriene metabolism
312.196	CE3554	M-C3H4O2+H[1+]	0.0029	20-trihydroxy-leukotriene-B4	Leukotriene metabolism
312.2065	CE5844	M-H4O2+H[1+]	-0.0018	7'-carboxy-alpha-chromanol	Vitamin E metabolism
312.2067	CE5844	M-H4O2+H[1+]	-0.0016	7'-carboxy-alpha-chromanol	Vitamin E metabolism
312.208	CE5844	M-H4O2+H[1+]	-0.0003	7'-carboxy-alpha-chromanol	Vitamin E metabolism
312.226	C04785	M(C13)+H[1+]	0.0009	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.226	C16321	M(C13)+H[1+]	0.0009	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.226	CE5528	M(C13)+H[1+]	0.0009		Linoleate metabolism
312.2261	C04785	M(C13)+H[1+]	0.001	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2261	C16321	M(C13)+H[1+]	0.001	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2261	CE5528	M(C13)+H[1+]	0.001		Linoleate metabolism
312.2265	C04785	M(C13)+H[1+]	0.0014	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2265	C16321	M(C13)+H[1+]	0.0014	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2265	CE5528	M(C13)+H[1+]	0.0014		Linoleate metabolism
312.2269	C04785	M(C13)+H[1+]	0.0018	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2269	C16321	M(C13)+H[1+]	0.0018	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2269	CE5528	M(C13)+H[1+]	0.0018		Linoleate metabolism
312.2271	C04717	M[1+]	-0.003	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2271	C04785	M(C13)+H[1+]	0.002	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2271	C14827	M[1+]	-0.003	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2271	C16321	M(C13)+H[1+]	0.002	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2271	CE5528	M(C13)+H[1+]	0.002		Linoleate metabolism
312.2273	C04717	M[1+]	-0.0028	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2273	C04785	M(C13)+H[1+]	0.0022	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2273	C14827	M[1+]	-0.0028	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2273	C16321	M(C13)+H[1+]	0.0022	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2273	CE5528	M(C13)+H[1+]	0.0022		Linoleate metabolism
312.2274	C04717	M[1+]	-0.0027	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2274	C04785	M(C13)+H[1+]	0.0023	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2274	C14827	M[1+]	-0.0027	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2274	C16321	M(C13)+H[1+]	0.0023	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2274	CE5528	M(C13)+H[1+]	0.0023		Linoleate metabolism
312.228	C04717	M[1+]	-0.0021	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.228	C04785	M(C13)+H[1+]	0.0029	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.228	C14827	M[1+]	-0.0021	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.228	C16321	M(C13)+H[1+]	0.0029	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.228	CE5528	M(C13)+H[1+]	0.0029		Linoleate metabolism
312.2281	C04717	M[1+]	-0.002	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2281	C04785	M(C13)+H[1+]	0.003	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2281	C14827	M[1+]	-0.002	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2281	C16321	M(C13)+H[1+]	0.003	9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE	Omega-3 fatty acid metabolism
312.2281	CE5528	M(C13)+H[1+]	0.003		Linoleate metabolism
312.2282	C04717	M[1+]	-0.0019	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2282	C14827	M[1+]	-0.0019	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2282	CE5528	M(C13)+H[1+]	0.0031		Linoleate metabolism
312.2285	C04717	M[1+]	-0.0016	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2285	C14827	M[1+]	-0.0016	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2287	C04717	M[1+]	-0.0014	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2287	C14827	M[1+]	-0.0014	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2293	C04717	M[1+]	-0.0008	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid	Linoleate metabolism
312.2293	C14827	M[1+]	-0.0008	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Linoleate metabolism
312.2293	C16661	M-CO+H[1+]	-0.0028	L-alpha-Acetyl-N-normethadol; nor-LAAM	Drug metabolism - cytochrome P450
